,Age,Workclass,Education,Years of Education,Marital Status,Occupation,Role in Family,Race,Gender,Workhours per Week,Native Country,Income
11076,81,2,5,9,0,2,1,4,0,35,1,0
11077,24,2,11,10,3,12,1,4,0,16,1,0
11078,32,3,11,10,1,2,0,4,1,50,1,0
11079,47,0,5,9,1,13,0,2,1,40,1,1
11080,44,2,5,9,1,2,0,2,1,40,1,0
11081,24,2,11,10,3,3,3,4,1,40,1,0
11082,51,2,2,13,1,11,0,4,1,40,1,1
11083,52,2,5,9,1,13,0,4,1,50,1,0
11084,22,2,11,10,3,0,1,4,0,40,1,0
11085,28,2,0,12,3,7,1,3,1,40,1,0
11086,47,3,11,10,1,2,0,4,1,40,1,0
11087,43,2,5,9,1,2,0,4,1,40,1,0
11088,25,2,5,9,3,3,1,4,1,45,1,0
11089,43,2,11,10,1,13,0,4,1,60,1,1
11090,25,2,2,13,3,3,3,4,0,20,1,0
11091,59,2,7,14,1,9,0,4,1,60,1,0
11092,29,2,0,12,0,9,4,4,0,35,1,0
11093,30,2,8,5,1,6,5,4,0,40,0,0
11094,24,2,11,10,1,6,5,3,0,40,0,0
11095,38,2,2,13,3,7,1,4,1,40,1,0
11096,37,3,5,9,1,3,0,4,1,60,1,1
11097,30,2,5,9,3,7,4,4,0,40,1,0
11098,73,0,7,14,1,9,0,4,1,10,0,1
11099,30,2,5,9,1,6,0,2,1,40,1,0
11100,33,2,5,9,1,7,0,4,1,40,1,0
11101,46,2,11,10,1,13,0,4,1,58,1,0
11102,18,2,6,7,3,7,3,4,1,40,1,0
11103,22,2,5,9,3,0,3,4,0,40,1,0
11104,50,3,5,9,1,11,0,2,1,60,1,0
11105,62,2,8,4,4,2,1,2,1,40,1,0
11106,22,2,11,10,3,11,3,4,1,40,1,0
11107,33,2,5,9,3,0,4,2,0,40,1,0
11108,31,2,5,9,3,5,3,1,0,40,0,0
11109,29,2,2,13,3,0,3,4,1,40,1,0
11110,38,3,11,10,1,6,0,4,1,45,1,1
11111,24,2,2,13,3,11,3,4,0,35,1,0
11112,29,0,5,9,2,10,2,4,0,40,1,0
11113,49,0,7,14,1,0,0,4,1,40,1,1
11114,33,2,8,4,1,6,0,4,1,40,0,0
11115,28,2,5,9,3,6,1,4,1,48,1,0
11116,22,2,2,13,3,0,3,4,0,60,1,0
11117,37,2,5,9,1,6,0,4,1,40,1,0
11118,30,2,5,9,1,2,0,4,1,50,1,0
11119,49,2,8,4,1,2,0,4,1,40,1,0
11120,29,2,5,9,1,3,0,4,1,40,0,0
11121,25,2,5,9,2,3,4,4,0,40,1,0
11122,36,2,5,9,1,0,4,4,0,40,1,0
11123,36,0,3,16,3,9,1,4,1,45,1,0
11124,21,2,5,9,3,7,3,4,1,22,1,0
11125,18,2,11,10,3,7,3,4,0,30,1,0
11126,30,0,1,11,3,10,1,4,1,40,1,0
11127,44,2,11,10,3,0,3,2,0,40,1,0
11128,40,2,11,10,1,13,0,4,1,50,1,0
11129,43,2,5,9,1,3,0,4,1,44,1,0
11130,45,2,2,13,1,3,0,4,1,50,1,1
11131,29,2,11,10,1,11,3,1,0,26,0,0
11132,40,2,11,10,1,0,5,4,0,40,1,0
11133,43,2,11,10,1,7,0,4,1,48,1,0
11134,20,2,11,10,3,7,1,4,0,20,1,0
11135,32,0,2,13,1,12,0,4,1,20,1,0
11136,19,2,11,10,3,7,3,4,0,16,1,0
11137,21,2,5,9,3,6,3,4,1,40,1,0
11138,23,2,1,11,1,5,0,4,1,40,1,0
11139,24,2,6,7,3,7,1,2,0,40,1,0
11140,52,2,1,11,0,7,1,4,1,32,1,0
11141,51,2,11,10,0,0,4,4,0,40,1,0
11142,19,2,11,10,3,7,1,4,1,35,1,0
11143,54,2,11,10,1,11,0,4,1,45,1,1
11144,50,2,5,9,0,6,2,4,0,48,1,0
11145,29,2,11,10,0,6,1,4,1,40,1,0
11146,17,2,6,6,3,12,3,4,1,10,1,0
11147,47,2,5,9,0,7,4,4,0,37,0,0
11148,46,2,2,13,0,9,4,2,0,32,1,0
11149,30,2,11,10,1,5,0,4,1,44,1,0
11150,58,2,11,10,1,7,5,4,0,30,1,0
11151,48,2,2,13,0,9,1,2,0,40,1,0
11152,23,2,11,10,3,10,3,4,1,40,0,0
11153,23,2,1,11,3,0,3,4,0,36,1,0
11154,45,2,5,9,1,2,0,4,1,40,1,0
11155,20,2,11,10,3,11,3,2,1,20,1,0
11156,26,2,8,4,3,6,3,4,1,48,1,0
11157,50,0,2,13,3,9,3,4,0,40,1,1
11158,49,2,5,9,1,11,0,4,1,48,1,1
11159,26,2,11,10,3,7,2,4,1,40,0,0
11160,47,2,10,15,0,0,1,4,1,40,1,0
11161,19,2,11,10,3,0,3,4,0,40,1,0
11162,23,2,6,6,1,7,0,4,1,40,1,0
11163,28,3,6,7,3,2,1,4,1,40,1,0
11164,21,2,5,9,3,0,3,4,0,40,1,0
11165,50,3,6,6,0,11,1,4,0,50,1,0
11166,30,2,8,5,3,2,1,4,0,30,1,0
11167,31,2,2,13,3,9,1,4,0,40,1,0
11168,31,3,2,13,1,0,5,4,0,20,1,0
11169,33,2,3,16,1,9,0,4,1,60,1,1
11170,37,2,5,9,1,5,0,4,1,45,1,1
11171,48,2,7,14,1,9,0,4,1,40,1,1
11172,24,2,11,10,3,3,3,4,1,40,1,0
11173,55,2,5,9,0,8,1,4,0,40,0,0
11174,33,2,2,13,3,5,1,4,1,30,1,0
11175,51,0,11,10,1,2,0,4,1,40,1,0
11176,30,2,11,10,3,6,1,4,1,40,1,0
11177,41,2,5,9,1,6,0,4,1,40,1,0
11178,47,0,1,11,1,3,0,4,1,40,1,1
11179,27,2,8,4,3,4,3,4,1,50,1,0
11180,40,2,1,11,1,2,0,4,1,40,1,0
11181,36,2,5,9,1,6,0,4,1,40,1,0
11182,37,2,5,9,1,6,0,2,1,40,1,0
11183,38,2,10,15,2,9,1,4,1,35,1,1
11184,40,3,11,10,1,2,0,4,1,50,1,0
11185,35,2,2,13,0,3,4,4,0,40,1,0
11186,47,3,5,9,1,6,5,4,0,20,1,1
11187,20,2,11,10,3,0,3,4,1,60,1,0
11188,33,2,7,14,1,9,0,4,1,45,1,1
11189,45,2,11,10,0,0,1,4,0,40,1,0
11190,35,3,5,9,3,11,4,2,0,38,0,0
11191,32,2,6,7,1,0,0,4,1,45,1,0
11192,23,2,11,10,1,7,0,2,1,50,1,0
11193,19,2,5,9,3,7,3,4,0,15,1,0
11194,44,2,11,10,1,0,0,4,1,40,1,0
11195,20,2,5,9,3,5,3,2,1,35,1,0
11196,44,3,2,13,1,11,0,4,1,30,1,0
11197,19,2,11,10,3,0,2,4,0,40,1,0
11198,48,2,5,9,0,7,1,4,0,35,1,0
11199,45,2,11,10,1,11,0,4,1,65,1,1
11200,40,2,8,4,1,7,0,1,1,42,0,0
11201,34,2,5,9,1,2,0,4,1,55,1,1
11202,20,2,11,10,3,11,2,3,0,40,1,0
11203,33,2,11,10,2,0,4,4,0,40,1,0
11204,30,2,5,9,1,0,3,4,0,20,1,0
11205,23,2,11,10,3,5,3,4,1,32,0,0
11206,34,2,6,6,0,7,4,4,0,38,1,0
11207,48,0,11,10,1,2,0,4,1,40,1,1
11208,32,2,6,7,0,7,1,4,0,49,1,0
11209,42,2,11,10,1,2,0,2,1,40,1,1
11210,22,2,5,9,3,0,3,1,1,40,1,0
11211,60,3,5,9,1,2,0,4,1,42,1,1
11212,42,2,2,13,1,3,0,4,1,55,1,1
11213,45,2,2,13,2,3,1,4,0,55,1,0
11214,47,2,5,9,0,7,3,4,0,32,1,0
11215,29,2,7,14,1,3,5,4,0,40,1,1
11216,34,2,2,13,3,11,1,4,1,38,1,0
11217,34,2,2,13,0,9,4,4,0,40,1,1
11218,39,0,5,9,1,0,0,4,1,40,1,0
11219,29,2,11,10,0,9,4,4,0,24,1,0
11220,42,3,11,10,3,11,1,4,1,60,1,0
11221,48,2,6,7,2,7,1,2,0,35,1,0
11222,51,2,11,10,4,0,4,4,0,45,1,0
11223,44,3,2,13,1,4,0,4,1,90,1,0
11224,46,3,1,11,1,3,0,4,1,60,1,1
11225,32,2,11,10,3,2,1,4,0,40,1,0
11226,24,2,11,10,3,7,1,4,1,45,1,0
11227,33,2,1,11,3,9,4,2,0,26,1,0
11228,47,3,5,9,1,2,0,4,1,90,1,0
11229,64,3,7,14,0,9,1,4,1,50,1,0
11230,62,2,2,13,1,3,0,4,1,50,1,1
11231,52,2,5,9,1,3,0,4,1,40,1,1
11232,39,2,5,9,3,11,1,4,0,40,0,0
11233,42,2,5,9,1,9,0,4,1,48,1,0
11234,55,2,8,4,1,13,0,4,1,50,1,0
11235,29,2,5,9,1,2,1,4,0,27,1,0
11236,42,2,0,12,0,9,1,4,0,24,1,0
11237,30,2,0,12,1,3,5,4,0,50,0,1
11238,32,2,8,5,1,2,0,4,1,40,1,0
11239,27,2,5,9,3,6,3,1,1,40,0,0
11240,47,2,5,9,1,3,0,4,1,60,1,0
11241,33,2,8,5,0,6,1,4,1,35,1,0
11242,48,3,11,10,3,0,1,4,1,40,1,0
11243,23,2,8,4,3,7,3,4,1,35,1,0
11244,31,0,2,13,1,3,0,4,1,40,1,1
11245,26,2,11,10,1,6,0,2,1,40,1,0
11246,61,3,5,9,1,11,0,1,1,63,0,0
11247,50,2,2,13,0,11,4,2,1,40,1,0
11248,49,2,1,11,1,9,0,4,1,40,0,1
11249,19,2,5,9,3,7,2,1,1,24,1,0
11250,18,2,6,7,3,5,3,4,1,15,1,0
11251,44,3,0,12,1,7,5,4,0,99,1,0
11252,54,2,1,11,1,11,0,4,1,50,1,0
11253,35,0,5,9,1,10,0,4,1,40,1,1
11254,27,0,7,14,3,9,1,1,1,20,0,0
11255,50,3,5,9,1,4,0,4,1,50,1,0
11256,43,0,5,9,1,2,0,4,1,40,1,0
11257,28,2,11,10,0,0,4,4,1,40,1,0
11258,47,2,5,9,1,3,0,4,1,40,1,0
11259,21,2,9,1,3,4,1,4,1,50,0,0
11260,30,2,10,15,3,9,1,4,0,45,1,0
11261,19,2,5,9,3,2,3,4,1,45,1,0
11262,55,2,7,14,1,11,0,4,1,50,1,1
11263,67,2,5,9,0,2,3,4,1,20,1,0
11264,31,2,1,11,0,6,4,4,1,43,1,0
11265,30,2,1,11,0,3,1,4,1,40,1,0
11266,54,2,9,1,1,7,5,4,0,40,0,0
11267,51,0,2,13,3,9,1,0,0,43,1,0
11268,34,2,5,9,0,13,3,4,0,40,1,0
11269,59,2,7,14,1,3,0,4,1,45,1,1
11270,50,2,5,9,0,3,4,4,0,38,1,0
11271,29,2,5,9,0,6,4,4,1,40,1,0
11272,17,0,6,6,3,4,3,4,1,40,1,0
11273,24,2,5,9,3,7,3,4,0,30,1,0
11274,52,2,9,1,1,7,2,4,1,40,0,0
11275,18,2,6,8,3,7,3,4,0,25,1,0
11276,32,2,11,10,0,5,4,2,1,40,0,0
11277,25,2,11,10,0,0,4,4,0,50,1,0
11278,34,2,5,9,3,6,1,4,0,45,1,0
11279,37,0,11,10,0,0,4,4,0,40,1,0
11280,32,3,10,15,1,9,0,4,1,40,1,1
11281,23,2,11,10,3,7,1,4,0,28,1,0
11282,45,0,11,10,0,0,4,4,1,42,1,0
11283,30,2,6,7,0,5,3,4,1,40,1,0
11284,20,2,6,8,0,7,1,4,0,10,1,0
11285,41,2,5,9,1,2,0,4,1,4,0,0
11286,21,2,5,9,3,11,3,4,0,30,1,0
11287,48,2,8,4,1,7,0,1,1,30,0,0
11288,34,2,1,11,3,5,1,2,1,40,1,0
11289,25,2,5,9,2,7,4,2,1,40,1,0
11290,41,3,2,13,2,2,1,4,1,35,1,0
11291,35,3,10,15,1,9,0,4,1,50,1,1
11292,42,2,2,13,0,3,4,4,0,40,1,0
11293,34,3,5,9,1,13,0,4,1,75,0,1
11294,32,2,2,13,1,3,0,4,1,40,1,1
11295,25,2,11,10,3,11,3,1,1,40,1,0
11296,23,2,6,7,1,13,0,4,1,50,1,0
11297,36,2,10,15,3,9,1,3,1,40,0,1
11298,53,3,2,13,3,11,4,4,1,60,1,1
11299,27,2,3,16,3,9,1,4,1,52,1,0
11300,27,2,2,13,3,0,1,4,0,65,1,0
11301,57,2,5,9,3,3,1,4,0,45,1,0
11302,17,2,6,7,3,11,3,4,0,20,1,0
11303,59,0,5,9,0,0,4,4,0,38,1,0
11304,34,2,5,9,3,7,3,4,0,40,1,0
11305,30,2,6,6,1,13,0,4,1,55,1,0
11306,31,0,0,12,3,0,3,2,0,45,1,0
11307,18,2,6,7,3,7,3,4,1,40,1,0
11308,23,2,11,10,3,11,1,4,1,30,1,0
11309,19,2,5,9,3,13,3,4,1,40,1,0
11310,20,3,1,11,3,4,3,4,1,40,1,0
11311,52,3,5,9,0,11,1,4,1,40,1,0
11312,39,0,2,13,1,9,0,4,1,50,1,1
11313,27,2,5,9,2,7,4,4,0,50,1,0
11314,19,2,11,10,3,11,1,4,0,35,1,0
11315,38,0,2,13,1,9,5,4,0,15,1,0
11316,19,2,5,9,3,5,3,4,1,16,1,0
11317,41,2,5,9,1,13,0,4,1,45,1,0
11318,24,2,0,12,3,0,1,4,1,12,1,0
11319,24,2,2,13,3,0,1,4,0,40,1,0
11320,22,2,6,6,3,13,1,0,1,84,1,0
11321,45,2,10,15,1,9,0,4,1,60,1,1
11322,45,2,5,9,1,3,0,4,1,60,1,1
11323,48,2,2,13,1,3,0,1,1,40,0,1
11324,42,2,2,13,1,11,0,4,1,60,1,0
11325,35,3,11,10,1,11,0,4,1,50,1,0
11326,32,2,5,9,0,7,4,0,0,40,1,0
11327,51,0,5,9,1,3,5,4,0,32,1,0
11328,59,2,11,10,1,3,0,4,1,40,1,1
11329,31,0,5,9,3,13,3,4,1,40,1,0
11330,27,0,2,13,3,12,1,4,1,50,1,0
11331,57,2,0,12,4,0,1,4,0,35,1,0
11332,40,2,5,9,3,7,1,4,1,40,1,0
11333,31,2,5,9,0,6,1,4,1,40,1,0
11334,23,2,8,4,3,6,3,4,1,40,1,0
11335,42,2,5,9,2,0,4,4,0,35,0,0
11336,60,2,5,9,1,11,0,4,1,40,1,0
11337,20,2,11,10,3,0,3,4,0,40,1,0
11338,27,2,5,9,3,5,3,4,1,40,1,0
11339,31,2,5,9,1,13,0,4,1,45,1,0
11340,29,0,2,13,3,2,1,4,1,40,1,0
11341,22,2,2,13,3,4,3,4,1,40,1,0
11342,28,2,5,9,1,11,0,4,1,40,1,0
11343,79,2,11,10,1,0,0,4,1,20,1,0
11344,29,2,6,8,3,7,1,3,1,40,1,0
11345,60,2,8,4,0,7,1,4,1,40,1,0
11346,58,2,6,8,1,7,5,4,0,24,1,0
11347,44,2,5,9,1,13,0,4,1,65,1,1
11348,47,2,5,9,1,13,0,4,1,48,1,0
11349,59,2,5,9,1,10,0,4,1,24,1,1
11350,37,2,7,14,0,3,1,4,1,65,1,0
11351,21,2,5,9,2,6,2,4,1,40,1,0
11352,68,2,1,11,4,3,1,4,0,40,1,0
11353,23,2,11,10,3,0,3,2,0,40,1,0
11354,23,2,5,9,3,2,4,4,0,33,1,0
11355,45,3,11,10,3,11,3,4,0,35,1,0
11356,22,2,11,10,3,12,3,4,1,40,1,0
11357,38,2,2,13,1,9,0,4,1,50,1,1
11358,24,2,11,10,3,11,1,4,1,49,1,0
11359,23,2,5,9,1,11,5,4,0,40,1,0
11360,39,0,11,10,1,0,2,4,1,45,1,1
11361,26,2,11,10,3,2,1,4,1,40,1,0
11362,24,2,5,9,3,5,4,4,1,40,1,0
11363,22,2,11,10,3,0,3,4,1,25,1,0
11364,36,2,2,13,1,9,0,4,1,55,1,0
11365,20,2,11,10,3,8,3,4,0,20,1,0
11366,18,2,6,7,3,7,3,2,1,8,1,0
11367,38,2,2,13,1,3,0,4,1,40,1,1
11368,43,3,2,13,0,4,1,4,1,35,1,0
11369,56,2,5,9,0,3,1,2,1,40,1,0
11370,42,2,7,14,1,3,0,4,1,40,1,1
11371,35,2,2,13,1,3,0,4,1,50,1,1
11372,31,2,11,10,0,0,1,4,0,45,1,0
11373,32,2,11,10,0,3,4,4,0,42,1,0
11374,66,2,5,9,1,5,0,4,1,10,1,0
11375,22,2,5,9,3,7,3,4,0,35,1,0
11376,51,2,1,11,1,11,0,4,1,40,1,0
11377,31,2,5,9,3,7,3,4,1,35,1,0
11378,39,2,5,9,1,2,5,2,0,45,1,0
11379,48,2,11,10,1,0,5,4,0,37,1,0
11380,20,2,11,10,3,7,1,4,0,40,1,0
11381,28,2,0,12,3,0,2,4,1,40,1,0
11382,29,0,10,15,1,9,0,4,1,80,1,0
11383,36,3,3,16,3,9,1,4,1,30,1,1
11384,35,3,2,13,1,3,0,4,1,45,1,1
11385,31,2,11,10,1,13,0,4,1,40,1,1
11386,48,0,5,9,1,10,0,4,1,40,1,0
11387,36,2,1,11,3,12,1,4,1,45,1,0
11388,40,3,5,9,1,4,0,4,1,50,1,0
11389,57,2,5,9,1,9,0,4,1,15,1,0
11390,37,0,5,9,3,7,3,4,0,40,1,0
11391,65,2,3,16,1,3,0,4,1,40,1,1
11392,26,3,6,6,3,9,1,4,0,32,1,0
11393,42,2,11,10,1,12,0,4,1,40,1,0
11394,47,2,7,14,1,3,0,4,1,40,0,1
11395,62,2,8,4,0,2,3,4,1,40,1,0
11396,27,2,1,11,3,3,3,4,1,50,1,0
11397,76,3,11,10,4,11,1,4,1,8,1,0
11398,20,2,11,10,3,0,3,4,0,40,1,0
11399,29,2,2,13,3,0,3,4,0,40,1,0
11400,29,2,6,8,1,13,0,4,1,40,1,1
11401,32,2,6,6,3,6,3,4,1,40,0,0
11402,22,3,11,10,1,2,0,4,1,40,1,0
11403,30,0,5,9,3,0,1,2,0,50,1,0
11404,43,0,11,10,0,0,1,4,0,40,1,0
11405,23,2,2,13,1,7,0,4,1,20,1,0
11406,44,0,10,15,1,9,0,4,1,40,1,1
11407,41,2,2,13,0,7,1,4,1,40,1,0
11408,30,2,5,9,3,13,1,4,1,45,1,1
11409,23,2,11,10,3,5,3,4,1,35,1,0
11410,39,2,5,9,4,0,3,4,0,40,1,0
11411,32,2,2,13,1,11,0,4,1,60,1,1
11412,19,2,11,10,3,0,3,4,0,40,0,0
11413,35,2,2,13,1,11,0,4,1,52,1,1
11414,23,2,5,9,3,2,1,4,1,40,1,0
11415,25,2,11,10,3,2,1,4,1,40,1,0
11416,40,2,5,9,0,11,1,4,0,40,1,0
11417,30,2,2,13,1,3,0,2,1,42,1,1
11418,52,2,11,10,1,2,0,4,1,40,1,1
11419,49,2,11,10,1,6,0,2,1,60,1,0
11420,24,2,2,13,3,0,3,4,0,40,1,0
11421,39,2,2,13,1,11,0,4,1,50,1,1
11422,45,3,2,13,1,3,0,4,1,50,1,1
11423,45,2,11,10,0,6,4,4,0,40,1,0
11424,62,3,5,9,1,11,0,4,1,40,1,0
11425,48,2,4,3,3,5,1,4,1,40,0,0
11426,56,2,5,9,0,7,4,2,0,40,0,0
11427,28,2,5,9,3,4,4,4,0,35,1,0
11428,23,2,5,9,3,2,3,2,1,40,1,0
11429,43,2,5,9,0,7,1,4,0,35,1,0
11430,26,2,2,13,1,2,0,4,1,40,1,1
11431,36,2,5,9,1,11,0,4,1,50,1,1
11432,55,0,3,16,3,9,1,4,0,60,1,0
11433,48,0,2,13,3,3,1,4,0,50,1,0
11434,38,2,1,11,1,3,0,4,1,45,1,1
11435,18,2,5,9,3,11,1,4,1,30,1,0
11436,56,3,5,9,1,3,1,4,1,70,1,0
11437,39,3,7,14,3,9,1,4,1,40,1,0
11438,46,2,4,3,2,5,1,4,1,50,0,0
11439,36,2,6,7,3,13,4,0,1,65,1,0
11440,50,2,5,9,1,13,0,4,1,50,1,1
11441,17,2,6,7,3,5,3,4,1,20,1,0
11442,57,2,8,4,4,6,4,2,0,40,1,0
11443,73,2,5,9,4,7,2,4,0,12,1,0
11444,50,0,11,10,3,0,1,4,1,40,1,0
11445,35,2,11,10,3,13,3,4,1,45,1,0
11446,27,2,11,10,1,6,0,4,1,45,1,0
11447,24,2,11,10,3,0,1,4,0,40,1,0
11448,27,2,11,10,3,2,3,4,1,40,1,0
11449,23,3,5,9,3,2,3,4,1,40,1,0
11450,25,2,5,9,3,0,3,4,0,40,1,0
11451,51,2,2,13,1,3,0,4,1,40,1,1
11452,26,2,6,6,1,0,5,4,0,40,1,0
11453,47,2,11,10,1,0,0,4,1,45,0,0
11454,40,2,5,9,0,7,1,2,1,40,1,0
11455,58,2,8,5,0,7,4,4,0,40,1,0
11456,25,2,11,10,3,11,3,4,0,40,1,0
11457,29,2,5,9,1,11,5,4,0,18,1,0
11458,36,2,6,7,1,13,0,4,1,43,1,0
11459,46,2,5,9,0,3,1,4,0,60,1,0
11460,69,2,4,2,4,8,1,2,0,4,1,0
11461,28,2,5,9,3,7,3,2,0,40,1,0
11462,20,2,5,9,3,0,3,4,1,48,1,0
11463,25,2,11,10,3,13,3,4,1,40,1,0
11464,17,2,5,9,3,11,3,4,0,20,1,0
11465,53,0,5,9,1,0,0,4,1,40,1,0
11466,50,2,8,5,0,13,1,4,1,50,1,0
11467,57,2,5,9,1,3,5,4,0,38,1,0
11468,20,2,11,10,3,0,3,4,1,30,1,0
11469,47,2,11,10,1,2,0,4,1,40,1,0
11470,25,2,5,9,3,13,4,4,1,52,1,0
11471,50,0,10,15,1,3,0,4,1,52,1,1
11472,20,2,5,9,3,0,3,4,0,30,1,0
11473,46,2,2,13,3,9,1,4,0,40,1,0
11474,54,2,5,9,2,0,4,4,0,38,0,0
11475,53,2,11,10,2,3,4,0,0,15,1,0
11476,21,2,5,9,3,2,3,4,1,30,1,0
11477,58,2,11,10,0,7,1,4,1,40,1,0
11478,30,2,2,13,1,11,0,4,1,55,1,1
11479,61,2,5,9,1,0,5,2,0,40,1,0
11480,56,0,11,10,0,0,1,4,0,35,1,0
11481,59,2,5,9,0,7,4,4,0,40,1,0
11482,72,2,5,9,1,5,0,4,1,20,1,0
11483,33,2,5,9,3,0,1,4,1,40,1,0
11484,46,2,5,9,1,0,5,4,0,40,1,1
11485,46,0,11,10,1,10,0,4,1,38,1,1
11486,48,2,5,9,3,9,4,2,0,28,1,0
11487,33,2,5,9,1,3,0,4,1,40,1,0
11488,21,2,11,10,3,5,3,4,0,40,1,0
11489,27,2,5,9,0,0,4,4,0,45,1,0
11490,31,2,5,9,0,13,1,4,1,40,1,0
11491,28,2,2,13,3,6,1,4,1,40,1,0
11492,45,0,11,10,0,0,1,4,0,38,1,0
11493,46,0,5,9,3,7,1,2,0,40,1,0
11494,25,2,11,10,1,11,0,4,1,25,0,0
11495,17,2,6,7,3,11,3,4,0,30,1,0
11496,35,2,6,6,0,2,1,4,1,60,1,0
11497,33,3,6,7,1,3,0,4,1,70,1,0
11498,37,2,6,8,1,11,5,1,0,33,1,0
11499,39,0,5,9,3,0,3,4,0,35,1,0
11500,42,2,5,9,0,7,4,4,0,30,1,0
11501,45,2,5,9,0,12,1,4,0,50,1,1
11502,47,3,2,13,3,11,3,4,1,40,1,1
11503,64,2,6,7,1,2,0,4,1,48,1,0
11504,43,2,5,9,0,2,4,4,0,40,1,0
11505,34,2,5,9,1,9,0,4,1,40,1,0
11506,31,2,2,13,1,3,0,4,1,40,1,0
11507,26,2,5,9,1,11,0,4,1,40,1,0
11508,56,3,8,4,1,2,0,4,1,50,1,1
11509,43,2,11,10,3,7,1,4,0,40,1,0
11510,33,2,11,10,3,11,1,2,1,35,1,0
11511,46,2,11,10,2,11,1,4,1,55,1,0
11512,26,2,1,11,1,5,0,4,1,80,1,0
11513,24,2,5,9,3,7,3,4,0,40,0,0
11514,43,2,2,13,1,4,0,4,1,50,1,1
11515,40,2,1,11,3,6,3,4,1,40,1,0
11516,61,2,8,4,0,7,1,4,1,35,1,0
11517,34,0,11,10,3,0,1,2,0,72,1,0
11518,85,2,5,9,4,11,4,4,1,35,1,0
11519,41,2,5,9,3,0,1,4,0,40,1,0
11520,22,2,11,10,3,11,3,4,0,30,1,0
11521,60,2,5,9,4,7,4,2,0,40,1,0
11522,29,2,0,12,0,9,1,4,0,36,1,0
11523,34,2,5,9,1,2,0,4,1,40,1,0
11524,24,2,5,9,3,11,1,4,1,30,1,0
11525,45,0,7,14,0,9,1,2,1,40,1,0
11526,21,0,6,8,3,7,3,2,1,20,1,0
11527,50,3,11,10,1,3,0,4,1,99,1,1
11528,41,3,5,9,1,3,0,4,1,40,1,1
11529,21,2,5,9,3,11,1,4,0,33,1,0
11530,45,2,5,9,1,2,0,4,1,45,1,0
11531,34,2,2,13,1,3,0,4,1,40,1,1
11532,28,2,5,9,0,5,3,4,1,40,1,0
11533,19,2,5,9,3,7,4,4,1,40,1,0
11534,48,2,2,13,1,13,0,4,1,45,1,1
11535,41,2,11,10,0,0,4,4,0,40,1,0
11536,43,2,2,13,0,0,1,4,0,40,1,0
11537,28,2,5,9,3,2,4,4,1,40,0,0
11538,65,0,11,10,0,0,1,4,0,28,1,0
11539,28,2,2,13,3,0,1,4,0,40,1,0
11540,51,2,2,13,1,9,0,4,1,40,1,1
11541,45,2,11,10,3,2,1,4,0,80,1,0
11542,43,2,5,9,0,0,2,2,1,38,1,0
11543,31,2,0,12,1,11,0,4,1,60,1,0
11544,31,2,11,10,1,2,0,4,1,55,1,1
11545,45,2,11,10,1,2,2,1,1,40,0,0
11546,20,2,2,13,3,11,2,2,0,30,1,0
11547,25,2,2,13,3,12,4,4,1,40,1,0
11548,36,2,5,9,4,5,4,4,0,30,1,0
11549,56,2,11,10,1,2,0,4,1,45,1,0
11550,26,2,2,13,3,11,3,4,1,18,1,0
11551,47,3,11,10,0,3,1,4,0,65,1,0
11552,40,3,5,9,1,3,0,4,1,50,1,0
11553,32,2,5,9,1,3,5,4,0,48,1,0
11554,34,0,7,14,3,9,4,2,0,24,1,0
11555,37,2,5,9,1,3,0,4,1,55,1,0
11556,38,2,5,9,1,2,0,4,1,45,1,0
11557,19,2,1,11,3,7,3,1,1,16,1,0
11558,49,2,8,5,0,5,1,4,0,40,1,0
11559,18,2,5,9,3,2,3,2,0,25,1,0
11560,26,2,0,12,3,9,1,4,0,40,1,0
11561,82,2,8,4,1,5,0,4,1,2,1,0
11562,40,2,5,9,0,2,1,4,1,40,1,0
11563,28,2,11,10,3,2,3,4,1,50,1,0
11564,23,2,5,9,1,11,0,2,1,37,1,0
11565,19,2,11,10,3,0,3,4,1,40,1,0
11566,67,2,5,9,4,5,2,2,1,32,1,0
11567,41,2,0,12,3,0,1,3,0,50,1,0
11568,37,2,1,11,0,9,4,4,0,40,1,0
11569,20,2,5,9,3,13,3,4,1,40,1,0
11570,40,2,5,9,0,2,4,4,1,40,1,0
11571,40,2,5,9,1,12,0,4,1,40,1,0
11572,39,0,2,13,3,3,1,4,0,40,1,0
11573,24,2,11,10,3,0,3,2,0,20,1,0
11574,67,2,1,11,4,2,1,4,0,1,1,0
11575,49,2,2,13,1,11,0,4,1,45,1,1
11576,66,2,5,9,0,6,1,4,1,10,1,0
11577,59,3,5,9,0,3,1,4,1,60,1,0
11578,72,2,5,9,4,8,4,4,0,12,0,0
11579,35,0,5,9,3,0,1,4,1,40,1,0
11580,30,2,2,13,1,3,5,4,0,40,1,1
11581,36,2,11,10,3,7,1,4,1,40,1,0
11582,26,2,5,9,2,12,3,4,0,40,1,0
11583,23,2,2,13,3,7,1,4,1,35,1,0
11584,39,2,2,13,1,9,0,4,1,40,1,1
11585,40,3,10,15,1,9,0,4,1,40,1,0
11586,29,2,2,13,3,9,1,4,1,40,1,0
11587,38,2,2,13,3,7,1,4,1,20,1,0
11588,63,2,2,13,3,0,1,4,1,40,1,0
11589,58,3,5,9,1,3,0,4,1,40,1,1
11590,30,2,5,9,0,3,4,4,0,40,1,0
11591,38,0,5,9,3,7,4,2,0,40,1,0
